,CustomerID,ProdTaken,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome_median,DurationOfPitch_mean,Age_mean
1461,201461,1,Self Enquiry,3,Small Business,Male,2,4.0,Standard,5.0,Married,5.0,1,5,0,0.0,Senior Manager,25854.0,34.0,50.0
1462,201462,0,Self Enquiry,3,Small Business,Female,2,4.0,Super Deluxe,3.0,Married,1.0,0,1,1,1.0,AVP,27031.0,30.0,39.0
1463,201463,0,Company Invited,1,Small Business,Male,3,3.0,Deluxe,5.0,Unmarried,1.0,0,1,0,2.0,Manager,24936.0,11.0,31.0
1464,201464,0,Self Enquiry,3,Salaried,Female,1,4.0,Basic,3.0,Single,1.0,0,1,0,0.0,Executive,17966.0,11.0,26.0
1465,201465,0,Company Invited,1,Small Business,Male,2,1.0,Deluxe,3.0,Married,5.0,0,3,0,0.0,Manager,17571.0,29.0,36.0
1466,201466,0,Self Enquiry,1,Small Business,Male,2,4.0,Standard,5.0,Married,5.0,0,4,1,0.0,Senior Manager,24991.0,12.0,39.0
1467,201467,0,Self Enquiry,1,Salaried,Male,2,1.0,Deluxe,4.0,Married,2.0,1,4,1,0.0,Manager,21142.0,10.0,27.0
1468,201468,0,Company Invited,3,Small Business,Male,3,4.0,Deluxe,4.0,Married,3.0,0,3,1,2.0,Manager,20390.0,8.0,49.0
1470,201470,1,Self Enquiry,3,Salaried,Female,3,3.0,Deluxe,3.0,Single,1.0,1,4,0,2.0,Manager,20993.0,6.0,41.0
1471,201471,0,Company Invited,1,Salaried,Male,3,4.0,Deluxe,4.0,Married,2.0,0,1,0,0.0,Manager,20130.0,14.0,49.0
1472,201472,1,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Single,7.0,1,3,0,2.0,Executive,17090.0,8.0,37.0
1473,201473,0,Company Invited,1,Salaried,Female,2,3.0,Basic,3.0,Married,2.0,1,1,1,1.0,Executive,17909.0,9.0,33.0
1474,201474,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,4.0,Married,1.0,0,5,1,1.0,Executive,18468.0,8.0,33.08590047393365
1475,201475,0,Company Invited,1,Salaried,Male,3,3.0,Basic,3.0,Single,1.0,0,3,1,1.0,Executive,18068.0,8.0,32.0
1476,201476,0,Self Enquiry,1,Small Business,Female,2,1.0,Basic,5.0,Married,5.0,1,1,0,1.0,Executive,17670.0,9.0,59.0
1477,201477,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,2.0,0,3,1,2.0,Executive,17693.0,30.0,30.0
1478,201478,0,Company Invited,1,Salaried,Male,2,4.0,Standard,3.0,Unmarried,1.0,0,3,1,0.0,Senior Manager,24526.0,29.0,38.0
1479,201479,0,Self Enquiry,1,Small Business,Male,3,3.0,Deluxe,3.0,Married,7.0,0,3,0,0.0,Manager,20237.0,33.0,36.0
1480,201480,0,Self Enquiry,1,Small Business,Male,2,1.0,Basic,4.0,Married,1.0,0,4,1,1.0,Executive,17426.0,22.0,35.0
1481,201481,0,Self Enquiry,1,Salaried,Female,2,4.0,Deluxe,3.0,Single,1.0,1,1,1,1.0,Manager,22347.0,21.0,37.43459657701712
1482,201482,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,3,1,1.0,Executive,17911.0,32.0,31.0
1483,201483,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Married,1.0,0,3,0,0.0,Executive,17661.0,25.0,34.0
1484,201484,1,Self Enquiry,1,Salaried,Male,2,4.0,Basic,3.0,Single,6.0,1,1,0,0.0,Executive,17028.0,30.0,28.0
1485,201485,0,Self Enquiry,1,Salaried,Female,2,1.0,Standard,5.0,Married,2.0,0,5,1,1.0,Senior Manager,24980.0,27.0,29.0
1486,201486,0,Self Enquiry,1,Salaried,Male,3,1.0,Basic,4.0,Married,1.0,1,1,1,2.0,Executive,18298.0,11.0,32.0
1487,201487,0,Company Invited,1,Small Business,Male,3,1.0,Basic,3.0,Married,2.0,1,3,0,2.0,Executive,17935.0,22.0,22.0
1488,201488,0,Self Enquiry,3,Salaried,Female,3,4.0,Super Deluxe,3.0,Married,3.0,0,3,0,0.0,AVP,30427.0,8.0,53.0
1489,201489,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Single,6.0,1,1,0,0.0,Executive,22347.0,8.0,33.08590047393365
1490,201490,0,Company Invited,1,Salaried,Female,3,1.0,Deluxe,3.0,Married,1.0,0,5,0,1.0,Manager,22347.0,17.0,37.43459657701712
1491,201491,1,Self Enquiry,3,Salaried,Male,2,4.0,Basic,5.0,Single,1.0,0,1,0,0.0,Executive,18407.0,15.0,33.08590047393365
1492,201492,0,Self Enquiry,1,Salaried,Fe Male,2,3.0,Standard,4.0,Unmarried,1.0,0,5,0,0.0,Senior Manager,26994.0,13.0,34.0
1493,201493,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Single,2.0,0,5,1,1.0,Executive,16232.0,21.0,21.0
1494,201494,1,Self Enquiry,1,Small Business,Male,2,3.0,Basic,5.0,Single,3.0,0,4,0,0.0,Executive,17960.0,12.0,34.0
1495,201495,0,Self Enquiry,1,Salaried,Female,2,3.0,King,3.0,Married,5.0,0,4,1,0.0,VP,34094.0,11.0,53.0
1496,201496,1,Company Invited,1,Salaried,Female,3,5.0,Basic,5.0,Single,2.0,1,4,0,0.0,Executive,22347.0,22.0,33.08590047393365
1497,201497,0,Self Enquiry,3,Small Business,Male,2,3.0,Deluxe,4.0,Married,1.0,0,3,1,0.0,Manager,21825.0,14.0,42.0
1498,201498,0,Self Enquiry,1,Small Business,Female,2,4.0,Standard,3.0,Married,4.0,0,4,0,0.0,Senior Manager,25248.0,13.0,44.0
1499,201499,0,Self Enquiry,3,Small Business,Female,2,3.0,King,5.0,Single,4.0,0,1,1,1.0,VP,33947.0,8.0,46.0
1500,201500,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Single,5.0,0,3,0,2.0,Executive,17496.0,8.0,33.0
1501,201501,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,3.0,1,3,0,1.0,Manager,21465.0,16.0,44.0
1502,201502,0,Self Enquiry,1,Small Business,Male,2,4.0,Basic,3.0,Single,2.0,0,4,0,1.0,Executive,17206.0,15.0,30.0
1503,201503,1,Self Enquiry,3,Large Business,Male,2,3.0,Deluxe,3.0,Married,4.0,0,1,0,0.0,Manager,17086.0,11.0,39.0
1504,201504,1,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Married,3.0,1,3,0,2.0,Executive,17293.0,6.0,24.0
1505,201505,0,Self Enquiry,1,Small Business,Female,3,1.0,Basic,3.0,Married,2.0,0,1,1,2.0,Executive,17645.0,8.0,43.0
1506,201506,1,Self Enquiry,3,Small Business,Male,2,4.0,Basic,3.0,Married,2.0,1,4,1,1.0,Executive,17683.0,9.0,50.0
1507,201507,0,Self Enquiry,3,Small Business,Female,3,3.0,Basic,3.0,Married,2.0,0,1,1,2.0,Executive,17014.0,8.0,35.0
1508,201508,0,Self Enquiry,1,Salaried,Female,2,4.0,Basic,5.0,Married,1.0,1,1,1,1.0,Executive,18419.0,11.0,33.08590047393365
1509,201509,0,Company Invited,3,Salaried,Female,2,1.0,Deluxe,5.0,Married,3.0,0,3,0,1.0,Manager,20376.0,6.0,33.0
1510,201510,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,2.0,0,4,1,1.0,Executive,16951.0,10.0,35.0
1511,201511,0,Self Enquiry,1,Salaried,Female,2,3.0,Basic,5.0,Married,2.0,0,3,1,1.0,Executive,17341.0,8.0,27.0
1512,201512,1,Self Enquiry,1,Salaried,Male,2,5.0,Basic,3.0,Single,2.0,0,1,0,0.0,Executive,17293.0,31.0,26.0
1513,201513,0,Company Invited,3,Salaried,Male,2,3.0,Standard,3.0,Unmarried,2.0,0,1,1,0.0,Senior Manager,23726.0,14.0,27.0
1514,201514,0,Company Invited,1,Small Business,Female,2,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,22347.0,6.0,37.43459657701712
1515,201515,1,Self Enquiry,1,Large Business,Female,2,3.0,King,3.0,Married,2.0,0,4,1,1.0,VP,34545.0,18.0,41.0
1516,201516,0,Company Invited,3,Small Business,Male,3,3.0,Deluxe,3.0,Single,1.0,0,5,0,1.0,Manager,19568.0,15.935839274141284,34.0
1517,201517,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,4.0,Married,5.0,0,4,0,1.0,Executive,18022.0,25.0,37.0
1518,201518,0,Company Invited,3,Small Business,Male,3,3.0,Deluxe,3.0,Single,5.0,1,5,1,1.0,Manager,20772.0,11.0,46.0
1519,201519,0,Self Enquiry,1,Salaried,Male,2,1.0,Basic,3.0,Married,2.0,0,5,1,1.0,Executive,17269.0,14.0,35.0
1520,201520,1,Self Enquiry,1,Salaried,Male,3,4.0,Standard,3.0,Single,1.0,1,5,0,0.0,Senior Manager,20381.0,6.0,48.0
1521,201521,1,Self Enquiry,1,Large Business,Male,2,3.0,Basic,3.0,Single,2.0,1,1,0,0.0,Executive,18441.0,11.0,33.08590047393365
1522,201522,0,Self Enquiry,3,Small Business,Female,3,3.0,Deluxe,5.0,Married,6.0,1,1,1,1.0,Manager,20454.0,6.0,44.0
1523,201523,0,Company Invited,1,Small Business,Male,3,4.0,Standard,5.0,Married,3.0,1,5,1,2.0,Senior Manager,24884.0,17.0,35.0
1524,201524,0,Self Enquiry,3,Small Business,Female,2,4.0,Deluxe,3.0,Married,1.0,1,1,0,0.0,Manager,22347.0,29.0,37.43459657701712
1525,201525,0,Company Invited,1,Salaried,Fe Male,3,3.0,Standard,3.0,Unmarried,2.0,1,1,1,0.0,Senior Manager,28458.0,6.0,33.0
1526,201526,0,Company Invited,3,Salaried,Male,3,3.0,Standard,5.0,Married,2.0,0,4,0,0.0,Senior Manager,24069.0,5.0,35.0
1527,201527,0,Self Enquiry,1,Small Business,Female,1,3.0,Basic,5.0,Married,4.0,1,4,0,0.0,Executive,22347.0,29.0,33.08590047393365
1528,201528,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,4.0,0,3,0,1.0,Manager,20915.0,13.0,31.0
1529,201529,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Married,2.0,0,5,0,0.0,Manager,20993.0,6.0,37.0
1530,201530,0,Self Enquiry,1,Small Business,Male,2,3.0,Deluxe,3.0,Married,2.0,1,4,1,1.0,Manager,21162.0,6.0,32.0
1531,201531,0,Company Invited,1,Salaried,Female,2,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,17406.0,35.0,38.0
1532,201532,0,Self Enquiry,1,Small Business,Female,2,4.0,King,3.0,Married,6.0,1,4,1,1.0,VP,33740.0,13.0,50.0
1533,201533,0,Self Enquiry,3,Salaried,Female,4,3.0,Standard,5.0,Unmarried,1.0,0,3,1,1.0,Senior Manager,22637.0,31.0,59.0
1534,201534,0,Self Enquiry,1,Large Business,Female,2,3.0,Standard,3.0,Married,2.0,0,4,1,0.0,Senior Manager,25096.0,14.0,36.0
1535,201535,0,Self Enquiry,1,Small Business,Female,2,3.0,Super Deluxe,3.0,Married,3.0,1,3,1,1.0,AVP,29756.0,14.0,55.0
1536,201536,0,Company Invited,1,Salaried,Male,3,4.0,Deluxe,4.0,Unmarried,2.0,0,4,1,1.0,Manager,21499.0,17.0,36.0
1537,201537,0,Self Enquiry,1,Salaried,Male,2,3.0,Standard,5.0,Married,3.0,0,3,0,0.0,Senior Manager,24724.0,13.0,45.0
1538,201538,0,Company Invited,1,Small Business,Male,3,3.0,Basic,5.0,Married,5.0,0,1,0,1.0,Executive,17194.0,6.0,35.0
1539,201539,1,Self Enquiry,1,Small Business,Male,3,4.0,Basic,3.0,Married,1.0,1,1,1,2.0,Executive,18388.0,15.0,33.08590047393365
1540,201540,0,Company Invited,3,Salaried,Female,2,4.0,Deluxe,3.0,Single,1.0,0,5,1,0.0,Manager,20473.0,6.0,59.0
1541,201541,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,4.0,Married,1.0,0,4,1,0.0,Executive,17703.0,8.0,29.0
1542,201542,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,4.0,Single,2.0,0,3,1,0.0,Executive,17501.0,6.0,31.0
1543,201543,0,Self Enquiry,1,Salaried,Male,3,3.0,Deluxe,4.0,Married,2.0,0,3,1,0.0,Manager,21220.0,6.0,32.0
1544,201544,0,Self Enquiry,1,Salaried,Female,2,1.0,Basic,3.0,Married,4.0,0,1,0,0.0,Executive,18038.0,12.0,36.0
1545,201545,0,Self Enquiry,1,Salaried,Female,3,3.0,Deluxe,3.0,Single,2.0,0,5,1,2.0,Manager,22347.0,15.935839274141284,31.0
1546,201546,0,Self Enquiry,3,Small Business,Male,2,4.0,Deluxe,5.0,Single,1.0,0,1,1,1.0,Manager,22347.0,15.935839274141284,35.0
1547,201547,0,Self Enquiry,1,Salaried,Male,2,3.0,Standard,5.0,Married,5.0,1,3,1,1.0,Senior Manager,28245.0,12.0,45.0
1548,201548,0,Self Enquiry,1,Small Business,Male,1,3.0,Standard,3.0,Single,5.0,0,1,0,0.0,Senior Manager,28664.0,13.0,37.0
1549,201549,0,Self Enquiry,2,Small Business,Male,3,0.0,Deluxe,4.0,Married,1.0,1,5,1,2.0,Manager,20021.0,11.0,46.0
1550,201550,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Married,2.0,1,1,1,1.0,Manager,20126.0,6.0,30.0
1551,201551,0,Self Enquiry,1,Small Business,Male,1,4.0,Basic,3.0,Single,2.0,0,4,1,0.0,Executive,17859.0,6.0,35.0
1552,201552,0,Self Enquiry,3,Salaried,Male,3,3.0,Standard,3.0,Married,4.0,0,1,0,2.0,Senior Manager,25239.0,6.0,55.0
1553,201553,0,Company Invited,1,Small Business,Female,3,5.0,Deluxe,3.0,Married,1.0,1,1,0,2.0,Manager,20329.0,12.0,38.0
1554,201554,0,Self Enquiry,1,Small Business,Male,3,3.0,Deluxe,4.0,Married,2.0,0,5,1,2.0,Manager,22347.0,15.935839274141284,34.0
1555,201555,0,Self Enquiry,1,Salaried,Male,2,5.0,Standard,3.0,Unmarried,5.0,0,1,0,0.0,Senior Manager,22260.0,13.0,56.0
1556,201556,0,Self Enquiry,3,Large Business,Male,3,3.0,Basic,5.0,Married,4.0,0,3,1,2.0,Executive,17322.0,8.0,23.0
1557,201557,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,4.0,0,3,1,0.0,Executive,17075.0,15.0,51.0
1558,201558,0,Self Enquiry,1,Salaried,Male,4,4.0,Deluxe,3.0,Married,2.0,0,4,1,1.0,Manager,22347.0,8.0,37.43459657701712
1559,201559,1,Self Enquiry,3,Small Business,Male,3,4.0,Standard,3.0,Unmarried,2.0,0,5,1,2.0,Senior Manager,24619.0,15.0,46.0
1560,201560,0,Company Invited,1,Salaried,Male,3,4.0,Super Deluxe,4.0,Married,2.0,0,1,1,1.0,AVP,28503.0,6.0,40.0
1561,201561,0,Self Enquiry,3,Small Business,Male,3,3.0,Deluxe,3.0,Single,1.0,1,5,0,2.0,Manager,20441.0,27.0,51.0
1562,201562,0,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,4.0,Married,2.0,1,3,1,0.0,Manager,20209.0,10.0,30.0
1563,201563,0,Company Invited,1,Small Business,Male,2,4.0,Standard,5.0,Married,3.0,1,1,1,1.0,Senior Manager,25673.0,6.0,46.0
1564,201564,0,Self Enquiry,3,Small Business,Male,2,0.0,Deluxe,3.0,Single,2.0,0,5,1,1.0,Manager,20010.0,12.0,32.0
1565,201565,0,Self Enquiry,1,Large Business,Female,2,3.0,Standard,3.0,Married,1.0,0,4,0,0.0,Senior Manager,28549.0,8.0,54.0
1566,201566,0,Self Enquiry,3,Salaried,Female,2,0.0,Deluxe,3.0,Married,1.0,0,4,0,0.0,Manager,19999.0,9.0,24.0
1567,201567,0,Company Invited,3,Small Business,Male,2,3.0,Deluxe,3.0,Married,2.0,0,1,0,0.0,Manager,22347.0,10.0,28.0
1568,201568,0,Self Enquiry,3,Small Business,Male,2,3.0,Super Deluxe,3.0,Single,1.0,0,3,0,1.0,AVP,28872.0,16.0,58.0
1569,201569,0,Company Invited,1,Small Business,Male,3,3.0,Deluxe,4.0,Married,5.0,0,3,0,1.0,Manager,17042.0,29.0,44.0
1570,201570,1,Self Enquiry,2,Salaried,Male,3,3.0,Basic,5.0,Married,5.0,1,1,0,2.0,Executive,17073.0,12.0,37.0
1571,201571,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,5.0,Single,2.0,0,1,0,1.0,Executive,17956.0,6.0,32.0
1572,201572,1,Company Invited,1,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,1,1,0,0.0,Executive,17926.0,12.0,20.0
1573,201573,0,Self Enquiry,1,Salaried,Female,2,3.0,Deluxe,3.0,Single,2.0,0,3,0,0.0,Manager,19809.0,15.935839274141284,34.0
1574,201574,0,Company Invited,1,Salaried,Male,3,4.0,Deluxe,3.0,Married,6.0,0,1,1,2.0,Manager,20163.0,8.0,37.0
1575,201575,0,Company Invited,2,Salaried,Female,2,4.0,King,3.0,Married,1.0,0,1,0,1.0,VP,33844.0,8.0,59.0
1576,201576,0,Company Invited,1,Salaried,Female,3,3.0,King,4.0,Married,4.0,1,1,0,2.0,VP,33172.0,6.0,50.0
1577,201577,1,Self Enquiry,3,Small Business,Male,2,4.0,Deluxe,3.0,Single,2.0,1,3,0,1.0,Manager,20744.0,11.0,25.0
1578,201578,0,Self Enquiry,1,Small Business,Male,3,4.0,Basic,3.0,Married,2.0,0,1,0,2.0,Executive,17889.0,13.0,25.0
1579,201579,0,Self Enquiry,1,Small Business,Female,2,3.0,Basic,3.0,Single,2.0,0,1,1,1.0,Executive,17871.0,21.0,22.0
1580,201580,0,Company Invited,1,Small Business,Female,1,4.0,Standard,5.0,Unmarried,4.0,0,1,1,0.0,Senior Manager,22484.0,6.0,51.0
1581,201581,1,Company Invited,1,Salaried,Male,3,5.0,Deluxe,3.0,Single,2.0,1,5,1,0.0,Manager,21074.0,13.0,34.0
1582,201582,0,Company Invited,2,Salaried,Female,1,1.0,Super Deluxe,3.0,Single,3.0,1,3,1,0.0,AVP,32328.0,32.0,54.0
1583,201583,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,0,4,0,0.0,Executive,17774.0,24.0,24.0
1584,201584,0,Self Enquiry,1,Salaried,Female,2,4.0,Deluxe,4.0,Married,7.0,0,3,1,0.0,Manager,19505.0,15.935839274141284,34.0
1585,201585,0,Self Enquiry,3,Salaried,Male,2,3.0,Standard,3.0,Unmarried,3.0,0,3,0,1.0,Senior Manager,22428.0,9.0,37.0
1586,201586,0,Self Enquiry,1,Small Business,Fe Male,2,4.0,Standard,5.0,Unmarried,3.0,0,1,1,1.0,Senior Manager,26631.0,11.0,34.0
1587,201587,0,Company Invited,3,Large Business,Female,3,3.0,Standard,3.0,Married,1.0,0,5,0,2.0,Senior Manager,24738.0,17.0,36.0
1588,201588,0,Self Enquiry,1,Salaried,Female,2,3.0,Basic,3.0,Married,6.0,0,1,0,1.0,Executive,17835.0,9.0,36.0
1589,201589,0,Company Invited,3,Salaried,Male,3,3.0,Super Deluxe,3.0,Married,2.0,1,1,1,0.0,AVP,31959.0,32.0,43.0
1590,201590,0,Company Invited,1,Salaried,Male,3,5.0,Basic,3.0,Married,2.0,0,3,0,0.0,Executive,17613.0,29.0,30.0
1591,201591,0,Company Invited,3,Small Business,Male,3,3.0,Deluxe,4.0,Married,1.0,0,1,0,0.0,Manager,21146.0,28.0,33.0
1592,201592,1,Self Enquiry,1,Salaried,Female,3,0.0,Basic,4.0,Married,1.0,1,5,1,0.0,Executive,19963.0,20.0,56.0
1593,201593,0,Self Enquiry,1,Salaried,Male,2,3.0,King,3.0,Single,1.0,0,5,1,1.0,VP,34537.0,12.0,51.0
1594,201594,1,Self Enquiry,3,Salaried,Male,3,5.0,Deluxe,3.0,Married,5.0,1,3,0,2.0,Manager,21172.0,12.0,31.0
1595,201595,0,Self Enquiry,1,Salaried,Female,2,4.0,Basic,4.0,Married,2.0,0,3,1,1.0,Executive,17368.0,12.0,26.0
1596,201596,1,Self Enquiry,1,Small Business,Female,3,3.0,Standard,3.0,Married,2.0,0,3,1,0.0,Senior Manager,25312.0,29.0,58.0
1597,201597,1,Self Enquiry,3,Small Business,Male,2,3.0,Basic,3.0,Single,2.0,1,1,1,0.0,Executive,16675.0,28.0,19.0
1598,201598,0,Self Enquiry,1,Large Business,Male,3,3.0,Basic,3.0,Married,1.0,0,5,1,0.0,Executive,17523.0,8.0,22.0
1599,201599,0,Self Enquiry,1,Small Business,Female,3,3.0,Deluxe,5.0,Married,2.0,0,1,1,0.0,Manager,21567.0,26.0,49.0
1600,201600,0,Company Invited,1,Small Business,Female,3,1.0,Basic,3.0,Single,5.0,0,3,0,2.0,Executive,19739.0,15.194834362717575,43.0
1601,201601,0,Company Invited,3,Small Business,Fe Male,3,3.0,Standard,3.0,Unmarried,5.0,0,5,1,2.0,Senior Manager,24208.0,18.0,50.0
1602,201602,1,Self Enquiry,3,Salaried,Female,3,5.0,Deluxe,3.0,Married,4.0,1,3,0,2.0,Manager,19559.0,15.935839274141284,31.0
1603,201603,0,Self Enquiry,3,Salaried,Male,3,3.0,Standard,3.0,Married,4.0,1,1,0,1.0,Senior Manager,23189.0,15.0,41.0
1604,201604,0,Self Enquiry,2,Salaried,Female,3,3.0,Basic,3.0,Married,2.0,0,4,1,1.0,Executive,17942.0,31.0,26.0
1605,201605,0,Self Enquiry,1,Small Business,Male,2,0.0,Deluxe,4.0,Married,7.0,0,4,0,1.0,Manager,19941.0,12.0,36.0
1606,201606,1,Company Invited,1,Salaried,Male,2,5.0,Standard,3.0,Unmarried,3.0,0,1,1,0.0,Senior Manager,25650.0,14.0,51.0
1607,201607,0,Self Enquiry,3,Salaried,Female,2,4.0,Deluxe,3.0,Married,5.0,0,5,1,1.0,Manager,20902.0,10.0,39.0
1608,201608,0,Self Enquiry,3,Salaried,Male,2,4.0,Deluxe,3.0,Married,3.0,0,4,1,1.0,Manager,23639.0,34.0,25.0
1609,201609,0,Self Enquiry,2,Salaried,Male,2,3.0,Deluxe,3.0,Married,1.0,1,3,1,1.0,Manager,21347.0,15.0,30.0
1610,201610,1,Self Enquiry,1,Small Business,Female,2,3.0,Basic,5.0,Single,1.0,0,4,1,0.0,Executive,22347.0,15.0,33.08590047393365
1611,201611,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Single,6.0,0,1,1,0.0,Executive,18452.0,35.0,33.08590047393365
1612,201612,0,Self Enquiry,1,Large Business,Female,2,3.0,Deluxe,3.0,Single,4.0,1,5,1,0.0,Manager,22347.0,15.935839274141284,38.0
1613,201613,0,Self Enquiry,1,Salaried,Female,3,3.0,Basic,3.0,Single,2.0,0,1,1,2.0,Executive,17632.0,24.0,30.0
1614,201614,0,Company Invited,3,Small Business,Male,2,5.0,Deluxe,3.0,Married,1.0,0,1,0,1.0,Manager,19668.0,15.935839274141284,32.0
1615,201615,0,Self Enquiry,1,Large Business,Female,2,3.0,Basic,5.0,Married,6.0,0,5,0,1.0,Executive,18204.0,11.0,30.0
1616,201616,0,Self Enquiry,1,Small Business,Male,2,4.0,Basic,3.0,Single,1.0,0,4,0,0.0,Executive,17720.0,8.0,30.0
1617,201617,0,Company Invited,1,Salaried,Male,3,4.0,Super Deluxe,5.0,Married,5.0,0,1,1,0.0,AVP,32181.0,16.0,41.0
1618,201618,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,5.0,Married,3.0,0,1,0,0.0,Executive,17238.0,15.0,41.0
1619,201619,0,Self Enquiry,1,Small Business,Female,3,3.0,Basic,4.0,Single,2.0,0,3,1,0.0,Executive,16483.0,9.0,19.0
1620,201620,0,Company Invited,1,Small Business,Female,2,3.0,Deluxe,4.0,Married,2.0,0,1,0,1.0,Manager,20605.0,32.0,40.0
1621,201621,0,Self Enquiry,3,Small Business,Male,3,3.0,Standard,4.0,Married,2.0,0,4,0,0.0,Senior Manager,22295.0,6.0,35.0
1622,201622,0,Self Enquiry,3,Small Business,Male,2,3.0,Deluxe,3.0,Married,3.0,1,5,0,1.0,Manager,17306.0,12.0,53.0
1623,201623,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,4.0,Married,1.0,0,4,1,0.0,Manager,17348.0,15.0,45.0
1624,201624,0,Company Invited,3,Small Business,Fe Male,2,3.0,Standard,3.0,Unmarried,2.0,0,4,1,1.0,Senior Manager,23998.0,14.0,32.0
1625,201625,0,Company Invited,1,Large Business,Male,2,3.0,Deluxe,3.0,Married,2.0,0,3,0,0.0,Manager,22347.0,15.935839274141284,29.0
1626,201626,0,Self Enquiry,1,Small Business,Male,2,4.0,Deluxe,3.0,Married,3.0,0,3,1,1.0,Manager,21132.0,13.0,51.0
1627,201627,0,Self Enquiry,1,Small Business,Female,3,4.0,Basic,4.0,Married,5.0,1,1,1,1.0,Executive,18346.0,15.0,58.0
1628,201628,0,Self Enquiry,3,Small Business,Male,3,4.0,Standard,3.0,Married,1.0,0,1,1,1.0,Senior Manager,25855.0,10.0,40.0
1629,201629,0,Company Invited,3,Small Business,Female,3,3.0,Basic,3.0,Married,7.0,0,5,0,0.0,Executive,17231.0,8.0,34.0
1630,201630,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Married,2.0,0,1,1,0.0,Executive,17323.0,25.0,22.0
1631,201631,0,Company Invited,1,Small Business,Male,2,3.0,Basic,4.0,Married,7.0,0,3,1,1.0,Executive,17024.0,15.0,27.0
1632,201632,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Married,2.0,0,1,0,0.0,Executive,17713.0,27.0,28.0
1633,201633,0,Self Enquiry,1,Salaried,Male,2,1.0,Standard,3.0,Married,4.0,1,4,1,0.0,Senior Manager,24439.0,30.0,57.0
1634,201634,0,Company Invited,1,Small Business,Male,3,4.0,Basic,3.0,Married,2.0,1,1,0,2.0,Executive,17566.0,9.0,27.0
1635,201635,0,Self Enquiry,1,Salaried,Female,2,3.0,King,4.0,Single,4.0,0,5,0,0.0,VP,34926.0,17.0,50.0
1636,201636,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,5.0,0,4,1,1.0,Executive,17451.0,20.0,41.0
1637,201637,0,Self Enquiry,3,Salaried,Female,2,3.0,Standard,3.0,Married,3.0,0,4,1,1.0,Senior Manager,24419.0,11.0,30.0
1638,201638,0,Self Enquiry,3,Salaried,Fe Male,2,4.0,Deluxe,3.0,Unmarried,5.0,0,1,0,1.0,Manager,23686.0,6.0,38.0
1639,201639,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Single,4.0,0,1,0,1.0,Executive,18038.0,12.0,32.0
1640,201640,0,Self Enquiry,1,Large Business,Male,2,3.0,Basic,4.0,Married,1.0,1,4,0,0.0,Executive,18058.0,23.0,27.0
1641,201641,1,Company Invited,3,Large Business,Female,3,5.0,Basic,5.0,Single,1.0,0,3,1,0.0,Executive,17325.0,6.0,19.0
1642,201642,0,Company Invited,1,Small Business,Male,1,3.0,Basic,4.0,Single,5.0,0,4,1,0.0,Executive,17088.0,9.0,36.0
1643,201643,0,Company Invited,1,Small Business,Male,3,3.0,Deluxe,5.0,Married,2.0,0,1,1,1.0,Manager,18072.0,15.0,30.0
